latitude,longitude,branchfreeway
34.11031,-118.33423,0
34.11063,-118.33454,0
34.11141,-118.33512,0
34.11191,-118.33538,0
34.1132,-118.33583,0
34.11489,-118.3364,0
34.11719,-118.33707,0
34.11864,-118.33763,0
34.11983,-118.3383,0
34.12114,-118.3393,0
34.12211,-118.34027,0
34.12465,-118.34323,0
34.12525,-118.3438,0
34.12667,-118.34478,0
34.12709,-118.34511,0
34.12864,-118.34667,0
34.13143,-118.34955,0
34.13225,-118.35045,0
34.13284,-118.35133,0
34.13331,-118.35231,0
34.13349,-118.35281,0
34.1342,-118.35576,0
34.1351,-118.35859,0
34.13553,-118.3595,0
34.1363,-118.36065,0
34.13785,-118.36284,0
34.13866,-118.36394,0
34.13966,-118.36522,0
34.1399,-118.36545,0
34.1406,-118.36599,0
34.14103,-118.36626,0
34.14262,-118.36696,0
34.14378,-118.36752,0
34.14514,-118.36822,0
34.14587,-118.36883,0
34.14664,-118.36973,0
34.1471,-118.3704,0
34.14815,-118.3719,0
34.14867,-118.37262,0
34.14903,-118.37301,0
34.14928,-118.37319,0
34.1501,-118.3738,0
34.15143,-118.37468,0
34.15242,-118.37524,0
34.153,-118.37559,0
34.15363,-118.37616,0
34.1541,-118.37689,0
34.15428,-118.37715,0
34.15445,-118.37768,0
34.1546,-118.37864,0
34.15458,-118.38112,0
34.15455,-118.39204,0
34.15456,-118.39648,0
34.15458,-118.39756,0
34.15479,-118.39879,0
34.15502,-118.39953,0
34.15528,-118.40011,0
34.1561,-118.40176,0
34.15656,-118.40305,0
34.1567,-118.40372,0
34.15681,-118.40494,0
34.15681,-118.40511,0
34.156651,-118.413879,0
34.15681,-118.40552,0
34.15684,-118.418,0
34.15683,-118.42153,0
34.15672,-118.4225,0
34.15657,-118.42334,0
34.15584,-118.42669,0
34.15571,-118.42801,0
34.15573,-118.43189,0
34.15575,-118.43578,0
34.15575,-118.43888,0
34.1557,-118.43951,0
34.15556,-118.44042,0
34.1553,-118.44228,0
34.15529,-118.44354,0
34.15551,-118.44482,0
34.15582,-118.44581,0
34.15675,-118.4478,0
34.15694,-118.44824,0
34.15718,-118.449,0
34.15753,-118.45027,0
34.15768,-118.45109,0
34.15783,-118.45259,0
34.15806,-118.45518,0
34.15861,-118.4572,0
34.15891,-118.45813,0
34.15922,-118.45917,0
34.15943,-118.46013,0
34.15953,-118.46127,0
34.15952,-118.46361,0
34.15952,-118.46488,0
34.1596,-118.46573,0
34.15971,-118.46638,0
34.16013,-118.46781,0
34.16036,-118.46836,0
34.16097,-118.46942,405
34.16109,-118.46961,0
34.16128,-118.4699,0
34.16196,-118.47067,0
34.16225,-118.47094,0
34.16317,-118.4717,0
34.1637,-118.47215,0
34.16427,-118.47278,0
34.16444,-118.47301,0
34.16462,-118.47333,0
34.16477,-118.47363,0
34.16499,-118.47416,0
34.16529,-118.4752,0
34.16546,-118.47638,0
34.16547,-118.47695,0
34.16532,-118.48957,0
34.1653,-118.49093,0
34.16539,-118.49166,0
34.16553,-118.49236,0
34.16577,-118.49308,0
34.16603,-118.4937,0
34.16648,-118.49451,0
34.16845,-118.49754,0
34.17006,-118.50007,0
34.17048,-118.50093,0
34.1707,-118.50151,0
34.17102,-118.5026,0
34.17115,-118.50323,0
34.17129,-118.50458,0
34.17129,-118.50568,0
34.17128,-118.50975,0
34.17128,-118.51855,0
34.17132,-118.52142,0
34.17128,-118.52727,0
34.17127,-118.52875,0
34.1714,-118.52992,0
34.17163,-118.53089,0
34.172,-118.5319,0
34.17233,-118.53271,0
34.17296,-118.53425,0
34.17316,-118.53492,0
34.17333,-118.536,0
34.17341,-118.53849,0
34.17344,-118.54063,0
34.1735,-118.553681,0
34.17361,-118.55083,0
34.17367,-118.5548,0
34.17374,-118.5588,0
34.17357,-118.56174,0
34.17348,-118.56267,0
34.173,-118.56789,0
34.17265,-118.56966,0
34.17221,-118.57118,0
34.17135,-118.57362,0
34.1701,-118.57688,0
34.16899,-118.57966,0
34.1685,-118.58161,0
34.16821,-118.58302,0
34.16801,-118.58518,0
34.16802,-118.58654,0
34.16813,-118.58792,0
34.16817,-118.58838,0
34.1696,-118.59782,0
34.17077,-118.60543,0
34.17087,-118.60657,0
34.17087,-118.6076,0
34.17075,-118.60862,0
34.17073,-118.60892,0
34.17046,-118.6099,0
34.17008,-118.61097,0
34.16984,-118.61147,0
34.16921,-118.61245,0
34.16815,-118.61399,0
34.1679,-118.61433,0
34.16746,-118.61499,0
34.16708,-118.61572,0
34.16682,-118.61636,0
34.16627,-118.61809,0
34.16464,-118.62328,0
34.1634,-118.62689,0
34.1621,-118.63049,0
34.161982,-118.630285,0
34.16075,-118.63409,0
34.16073,-118.63443,0
34.16023,-118.6362,0
34.16015,-118.63682,0
34.16015,-118.63725,0
34.15999,-118.63774,0
34.15946,-118.63738,0
