latitude,longitude,branchfreeway
34.03434,-118.26649,0
34.03435,-118.26653,0
34.03442,-118.26667,0
34.03475,-118.26727,0
34.03549,-118.26853,0
34.03603,-118.26932,0
34.03609,-118.26941,0
34.03646,-118.26992,0
34.0369,-118.27054,0
34.03721,-118.27105,0
34.0378,-118.27211,0
34.03808,-118.2728,0
34.03826,-118.27336,0
34.03833,-118.2737,0
34.03836,-118.27388,0
34.03842,-118.27426,0
34.03847,-118.2749,0
34.03845,-118.27546,0
34.03843,-118.27567,0
34.03818,-118.27895,0
34.03813,-118.2794,0
34.03805,-118.27983,0
34.038,-118.28013,0
34.03767,-118.28167,0
34.03726,-118.2837,0
34.03715,-118.28432,0
34.03704,-118.28518,0
34.03698,-118.28637,0
34.03698,-118.28739,0
34.03704,-118.29112,0
34.03708,-118.29529,0
34.03708,-118.29655,0
34.03715,-118.30018,0
34.03716,-118.30072,0
34.03719,-118.30278,0
34.03721,-118.30394,0
34.03721,-118.30497,0
34.03723,-118.3089,0
34.03724,-118.30909,0
34.03727,-118.30961,0
34.03724,-118.31072,0
34.03715,-118.31335,0
34.03701,-118.31571,0
34.03681,-118.31764,0
34.03661,-118.31891,0
34.03595,-118.32364,0
34.03565,-118.32565,0
34.03553,-118.32661,0
34.03547,-118.32732,0
34.03541,-118.32842,0
34.03535,-118.32923,0
34.03517,-118.33335,0
34.035,-118.33645,0
34.03495,-118.338,0
34.03487,-118.33991,0
34.03472,-118.34318,0
34.03463,-118.34507,0
34.03438,-118.35016,0
34.0341,-118.35589,0
34.03396,-118.35849,0
34.03388,-118.36014,0
34.03388,-118.36093,0
34.03393,-118.36194,0
34.03395,-118.36215,0
34.03407,-118.36332,0
34.03446,-118.36538,0
34.03471,-118.36656,0
34.03496,-118.36772,0
34.03527,-118.3692,0
34.03587,-118.37194,0
34.03589,-118.37203,0
34.03636,-118.37422,0
34.03691,-118.37687,0
34.03707,-118.37794,0
34.03707,-118.37896,0
34.03699,-118.37962,0
34.03675,-118.38072,0
34.03666,-118.38105,0
34.03634,-118.3818,0
34.03591,-118.38258,0
34.03415,-118.38553,0
34.03389,-118.386,0
34.03346,-118.38672,0
34.03327,-118.38701,0
34.03288,-118.38767,0
34.03162,-118.38985,0
34.03112,-118.39065,0
34.03091,-118.391,0
34.03012,-118.39241,0
34.02994,-118.39282,0
34.02966,-118.39352,0
34.02939,-118.39457,0
34.0293,-118.39506,0
34.02923,-118.39572,0
34.02918,-118.39624,0
34.02918,-118.39678,0
34.02921,-118.39723,0
34.02932,-118.3985,0
34.02972,-118.4031,0
34.03013,-118.40767,0
34.03023,-118.4088,0
34.03035,-118.40956,0
34.0305,-118.4102,0
34.03076,-118.41101,0
34.0312,-118.41222,0
34.03151,-118.41313,0
34.03168,-118.41381,0
34.03177,-118.4143,0
34.03187,-118.41512,0
34.03189,-118.4158,0
34.03189,-118.41752,0
34.03185,-118.41956,0
34.03184,-118.42186,0
34.03185,-118.42395,0
34.03185,-118.4246,0
34.03184,-118.42705,0
34.03183,-118.42853,0
34.03176,-118.43021,0
34.03164,-118.43138,0
34.03144,-118.4329,0
34.03134,-118.43362,405
34.03111,-118.43525,0
34.03094,-118.43656,0
34.0305,-118.43978,0
34.03037,-118.44071,0
34.03019,-118.44192,0
34.03004,-118.44272,0
34.03001,-118.44289,0
34.02971,-118.44417,0
34.02925,-118.44593,0
34.0288,-118.44758,0
34.02834,-118.44933,0
34.02796,-118.45074,0
34.02784,-118.4514,0
34.02779,-118.45189,0
34.02778,-118.45258,0
34.02785,-118.45418,0
34.02788,-118.4547,0
34.02788,-118.45515,0
34.02784,-118.45564,0
34.02778,-118.45605,0
34.02761,-118.45696,0
34.0272,-118.45896,0
34.02683,-118.46076,0
34.02641,-118.46255,0
34.0263,-118.46293,0
34.02613,-118.46358,0
34.02549,-118.46597,0
34.02457,-118.4694,0
34.02367,-118.47275,0
34.02326,-118.47413,0
34.02312,-118.47451,0
34.02304,-118.4747,0
34.02289,-118.47497,0
34.02239,-118.47591,0
34.02223,-118.47616,0
34.02152,-118.47714,0
34.02143,-118.47725,0
34.01958,-118.47948,0
34.01919,-118.47998,0
34.01882,-118.48044,0
34.01716,-118.48245,0
34.01687,-118.48283,0
34.01608,-118.48399,0
34.01461,-118.48633,0
34.01308,-118.48882,0
34.01284,-118.48936,0
34.01268,-118.48992,0
34.01264,-118.49016,0
34.01259,-118.49056,0
34.01252,-118.49183,0
34.01249,-118.4921,0
34.01243,-118.49238,0
34.01231,-118.49273,0
34.01221,-118.49295,0
34.01177,-118.49366,0
34.01164,-118.4939,0
34.01153,-118.49416,0
34.01147,-118.49438,0
34.01143,-118.49463,0
34.01142,-118.49519,0
34.01146,-118.49553,0
34.01156,-118.49598,0
34.01161,-118.49617,0
34.01174,-118.49642,0
34.0119,-118.49667,0
34.01277,-118.49764,0
34.013,-118.49788,0
