latitude,longitude,branchfreeway
34.1546,-118.37864,
34.15458,-118.38112,
34.15455,-118.39204,
34.15456,-118.39648,
34.15458,-118.39756,
34.15479,-118.39879,
34.15502,-118.39953,
34.15528,-118.40011,
34.1561,-118.40176,
34.15656,-118.40305,
34.1567,-118.40372,
34.15681,-118.40494,
34.15681,-118.40511,
34.15681,-118.40552,
34.15684,-118.418,
34.15683,-118.42153,
34.15672,-118.4225,
34.15657,-118.42334,
34.15584,-118.42669,
34.15571,-118.42801,
34.15573,-118.43189,
34.15575,-118.43578,
34.15575,-118.43888,
34.1557,-118.43951,
34.15556,-118.44042,
34.1553,-118.44228,
34.15529,-118.44354,
34.15551,-118.44482,
34.15582,-118.44581,
34.15675,-118.4478,
34.15694,-118.44824,
34.15718,-118.449,
34.15753,-118.45027,
34.15768,-118.45109,
34.15783,-118.45259,
34.15806,-118.45518,
34.15861,-118.4572,
34.15891,-118.45813,
34.15922,-118.45917,
34.15943,-118.46013,
34.15953,-118.46127,
34.15952,-118.46361,
34.15952,-118.46488,
34.1596,-118.46573,
34.15971,-118.46638,
34.16013,-118.46781,
34.16036,-118.46836,
34.16097,-118.46942,405
34.16109,-118.46961,
34.16128,-118.4699,
34.16196,-118.47067,
34.16225,-118.47094,
34.16317,-118.4717,
34.1637,-118.47215,
34.16427,-118.47278,
34.16444,-118.47301,
34.16462,-118.47333,
34.16477,-118.47363,
34.16499,-118.47416,
34.16529,-118.4752,
34.16546,-118.47638,
34.16547,-118.47695,
34.16532,-118.48957,
34.1653,-118.49093,
34.16539,-118.49166,
34.16553,-118.49236,
34.16577,-118.49308,
34.16603,-118.4937,
34.16648,-118.49451,
34.16845,-118.49754,
34.17006,-118.50007,
34.17048,-118.50093,
34.1707,-118.50151,
34.17102,-118.5026,
34.17115,-118.50323,
34.17129,-118.50458,
34.17129,-118.50568,
34.17128,-118.50975,
34.17128,-118.51855,
34.17132,-118.52142,
34.17128,-118.52727,
34.17127,-118.52875,
34.1714,-118.52992,
34.17163,-118.53089,
34.172,-118.5319,
34.17233,-118.53271,
34.17296,-118.53425,
34.17316,-118.53492,
34.17333,-118.536,
34.17341,-118.53849,
34.17344,-118.54063,
34.17361,-118.55083,
34.17367,-118.5548,
34.17374,-118.5588,
34.17357,-118.56174,
34.17348,-118.56267,
34.173,-118.56789,
34.17265,-118.56966,
34.17221,-118.57118,
34.17135,-118.57362,
34.1701,-118.57688,
34.16899,-118.57966,
34.1685,-118.58161,
34.16821,-118.58302,
34.16801,-118.58518,
34.16802,-118.58654,
34.16813,-118.58792,
34.16817,-118.58838,
34.1696,-118.59782,
34.17077,-118.60543,
34.17087,-118.60657,
34.17087,-118.6076,
34.17075,-118.60862,
34.17073,-118.60892,
34.17046,-118.6099,
34.17008,-118.61097,
34.16984,-118.61147,
34.16921,-118.61245,
34.16815,-118.61399,
34.1679,-118.61433,
34.16746,-118.61499,
34.16708,-118.61572,
34.16682,-118.61636,
34.16627,-118.61809,
34.16464,-118.62328,
34.1634,-118.62689,
34.1621,-118.63049,
34.16075,-118.63409,
34.16073,-118.63443,
34.16023,-118.6362,
34.16015,-118.63682,
34.16015,-118.63725,
34.15999,-118.63774,
34.15946,-118.63738,
